proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.45379,1.00000e+12,1,-1206.82582,1.00000e+12,0.37203,5.62523e+05,111,263,393
1,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62527e+05,0,263,419
2,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51164e+04,0,313,2518
3,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62519e+05,0,263,730
4,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51227e+04,0,315,614
5,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90791e+04,0,289,675
