proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1769.56495,1.00000e+12,-1,-1770.20743,1.00000e+12,1.95517,1.42760e-21,0,541,376
1,-1771.51085,1.00000e+12,1,-1772.24400,1.00000e+12,0.00927,6.98770e+11,20,361,385
2,-1771.06408,1.00000e+12,-1,-1771.48211,1.00000e+12,0.45604,2.18225e+04,0,345,306
3,-1771.46092,1.00000e+12,-1,-1772.28206,1.00000e+12,0.05920,1.01264e+11,11,397,310
4,-1771.43806,1.00000e+12,-1,-1771.48762,1.00000e+12,0.08206,4.18302e+10,1,319,248
