proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75160,2.36391e-01,0,207,189
1,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37203,5.62513e+05,2,175,159
2,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37204,5.62332e+05,2,171,193
3,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37204,5.62328e+05,1,173,1080
4,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75160,2.36400e-01,0,223,272
5,-1206.37343,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51191e+04,0,229,611
6,-1206.07421,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75162,2.36261e-01,0,219,226
7,-1206.07421,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75162,2.36269e-01,0,243,286
8,-1206.36632,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90833e+04,1,197,663
9,-1206.36632,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90835e+04,1,199,349
10,-1206.38807,1.00000e+12,-1,-1206.40519,1.00000e+12,0.43776,4.42631e+04,0,213,142
11,-1206.38805,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42207e+04,0,217,217
12,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42509e+04,0,213,142
13,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75160,2.36391e-01,0,241,469
14,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75160,2.36401e-01,0,239,438
15,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22592e+08,15,197,131
16,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42527e+04,0,213,142
17,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42549e+04,0,211,142
18,-1206.37341,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45242,2.51044e+04,0,227,426
19,-1206.36632,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90836e+04,0,199,225
20,-1206.38807,1.00000e+12,-1,-1206.40519,1.00000e+12,0.43776,4.42632e+04,0,221,290
21,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90848e+04,3,199,415
22,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37203,5.62507e+05,2,175,159
23,-1206.36632,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90832e+04,1,203,673
24,-1206.38807,1.00000e+12,-1,-1206.40520,1.00000e+12,0.43776,4.42548e+04,0,207,423
25,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51205e+04,0,223,523
26,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45239,2.51267e+04,0,229,350
27,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22588e+08,15,197,131
28,-1206.59299,1.00000e+12,1,-1206.82583,1.00000e+12,0.23284,1.22593e+08,21,197,131
29,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90848e+04,1,199,225
30,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45951,1.90794e+04,1,199,346
31,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45239,2.51269e+04,0,227,309
32,-1206.38805,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42197e+04,0,235,217
33,-1206.07964,1.00000e+12,-1,-1206.07995,1.00000e+12,0.74618,2.91522e-01,0,183,3604
34,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45951,1.90794e+04,0,199,225
35,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51206e+04,0,225,782
36,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22587e+08,14,197,131
37,-1206.11092,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77473e-01,0,227,2489
38,-1206.08031,1.00000e+12,-1,-1206.08034,1.00000e+12,0.74552,2.99085e-01,0,257,2953
39,-1206.11094,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71489,9.78278e-01,0,235,2577
40,-1206.37341,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45242,2.51042e+04,0,227,623
