proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37204,5.62398e+05,3,171,591
1,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62503e+05,2,175,159
2,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90857e+04,1,197,648
3,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36394e-01,0,241,469
4,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36407e-01,0,219,494
5,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36277e-01,0,241,263
6,-1206.37342,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51198e+04,0,221,387
7,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36266e-01,0,219,226
8,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36264e-01,0,221,467
9,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36405e-01,0,211,227
10,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90847e+04,0,197,343
11,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36396e-01,0,207,189
12,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42474e+04,0,211,142
13,-1206.38805,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42259e+04,0,239,217
14,-1206.36633,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90910e+04,1,201,373
15,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36387e-01,0,215,427
16,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42496e+04,0,217,142
17,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22554e+08,7,197,131
18,-1206.38807,1.00000e+12,-1,-1206.40519,1.00000e+12,0.43776,4.42613e+04,0,211,142
19,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42585e+04,0,213,142
20,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51248e+04,0,227,774
21,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90799e+04,1,201,927
22,-1206.38805,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42279e+04,0,213,346
23,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62511e+05,1,171,181
24,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42146e+04,0,233,217
25,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51244e+04,0,229,311
26,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90857e+04,1,201,460
27,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45241,2.51138e+04,0,221,374
28,-1206.59298,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22576e+08,7,197,131
29,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37204,5.62442e+05,1,173,210
30,-1206.59298,1.00000e+12,1,-1206.82583,1.00000e+12,0.23284,1.22580e+08,8,197,131
31,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90802e+04,1,199,225
32,-1206.37341,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45242,2.51040e+04,0,227,993
33,-1206.38806,1.00000e+12,-1,-1206.40520,1.00000e+12,0.43776,4.42533e+04,0,213,586
34,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90855e+04,0,201,225
35,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90795e+04,1,199,225
36,-1206.37341,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45242,2.51026e+04,0,237,310
37,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22550e+08,9,197,131
38,-1206.11092,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77443e-01,3,223,1115
39,-1206.11091,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77371e-01,0,213,1249
40,-1206.11093,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71489,9.78150e-01,0,223,1680
