proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36408e-01,0,213,259
1,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36273e-01,0,225,393
2,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62534e+05,4,171,196
3,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36273e-01,0,225,546
4,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36405e-01,0,207,189
5,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37204,5.62444e+05,5,171,181
6,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62511e+05,3,173,427
7,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36275e-01,0,219,226
8,-1206.37342,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51175e+04,0,223,313
9,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45951,1.90811e+04,1,195,539
10,-1206.07421,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75162,2.36274e-01,0,255,243
11,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90800e+04,0,201,193
12,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43777,4.42460e+04,0,213,142
13,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42196e+04,0,229,217
14,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36408e-01,0,203,498
15,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45952,1.90764e+04,1,199,650
16,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36408e-01,0,229,331
17,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42515e+04,0,217,142
18,-1206.59298,1.00000e+12,1,-1206.82582,1.00000e+12,0.23285,1.22549e+08,1,197,131
19,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42548e+04,0,211,142
20,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42584e+04,0,217,142
21,-1206.37341,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45241,2.51078e+04,0,221,370
22,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45951,1.90810e+04,0,201,225
23,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42584e+04,0,213,587
24,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62510e+05,1,171,181
25,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42145e+04,0,233,217
26,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51241e+04,0,225,313
27,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90855e+04,1,197,343
28,-1206.37342,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51176e+04,0,225,706
29,-1206.59298,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22576e+08,3,197,131
30,-1206.59298,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22576e+08,3,197,131
31,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90799e+04,1,197,349
32,-1206.37341,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45241,2.51066e+04,0,229,628
33,-1206.38805,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42235e+04,0,239,217
34,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90855e+04,0,201,225
35,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90802e+04,2,199,225
36,-1206.37341,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45242,2.51022e+04,0,231,313
37,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22550e+08,6,197,131
