proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62527e+05,2,169,196
1,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62526e+05,2,173,210
2,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36406e-01,0,213,259
3,-1206.37342,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51196e+04,0,225,311
4,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90844e+04,2,199,415
5,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90791e+04,0,199,349
6,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42533e+04,0,217,142
7,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42135e+04,0,233,217
8,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90796e+04,1,201,193
9,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36407e-01,0,209,264
10,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62520e+05,4,167,623
11,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36409e-01,0,241,469
12,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42471e+04,1,217,142
13,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45952,1.90755e+04,2,199,788
14,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62524e+05,2,169,729
15,-1206.07422,1.00000e+12,-1,-1206.82582,1.00000e+12,0.75160,2.36398e-01,0,257,232
16,-1206.59297,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22544e+08,7,197,131
17,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43777,4.42450e+04,0,211,142
18,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42482e+04,0,213,142
19,-1206.37342,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51197e+04,1,229,2179
20,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42216e+04,0,215,341
21,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42169e+04,0,243,217
22,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51165e+04,0,229,309
23,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51228e+04,0,227,684
24,-1206.59297,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22543e+08,3,197,131
25,-1206.36633,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45950,1.90906e+04,1,197,1229
26,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22548e+08,2,197,131
27,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90844e+04,0,201,225
28,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90800e+04,1,197,346
29,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51227e+04,0,225,311
30,-1206.38804,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42152e+04,0,233,217
31,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90798e+04,1,199,225
32,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51164e+04,0,225,510
33,-1206.59298,1.00000e+12,1,-1206.82582,1.00000e+12,0.23285,1.22549e+08,2,197,131
34,-1206.08033,1.00000e+12,-1,-1206.82582,1.00000e+12,0.74550,2.99357e-01,0,359,5938
