proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37203,5.62516e+05,1,173,181
1,-1206.36630,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45952,1.90707e+04,1,199,675
2,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37204,5.62428e+05,2,173,669
3,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37204,5.62370e+05,2,177,159
4,-1206.36632,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90834e+04,1,201,415
5,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37204,5.62340e+05,1,171,385
6,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75160,2.36388e-01,0,243,469
7,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51156e+04,0,229,447
8,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75160,2.36401e-01,0,259,232
9,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45951,1.90834e+04,1,197,540
10,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45951,1.90814e+04,0,199,442
11,-1206.07421,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75162,2.36258e-01,0,221,364
12,-1206.38807,1.00000e+12,-1,-1206.40519,1.00000e+12,0.43775,4.42685e+04,0,215,142
13,-1206.38805,1.00000e+12,-1,-1206.40520,1.00000e+12,0.43778,4.42245e+04,0,213,377
14,-1206.07422,1.00000e+12,-1,-1206.82583,1.00000e+12,0.75161,2.36368e-01,0,205,186
15,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90844e+04,1,201,1099
16,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42616e+04,0,219,142
17,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22599e+08,5,199,134
18,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42524e+04,0,215,142
19,-1206.38807,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42559e+04,0,215,142
20,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51191e+04,0,225,299
21,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90789e+04,0,201,225
22,-1206.38807,1.00000e+12,-1,-1206.40520,1.00000e+12,0.43775,4.42648e+04,0,217,282
23,-1206.38805,1.00000e+12,-1,-1206.40519,1.00000e+12,0.43777,4.42335e+04,0,225,313
24,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51219e+04,0,231,311
25,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90844e+04,1,199,343
26,-1206.37344,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45239,2.51291e+04,0,225,305
27,-1206.59298,1.00000e+12,1,-1206.82582,1.00000e+12,0.23284,1.22572e+08,6,199,131
28,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22598e+08,7,199,131
29,-1206.37343,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51241e+04,0,231,614
30,-1206.38805,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43778,4.42208e+04,0,235,217
31,-1206.36632,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45950,1.90857e+04,0,201,225
32,-1206.37343,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51206e+04,1,227,686
33,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23283,1.22626e+08,4,199,131
34,-1206.11093,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71489,9.77992e-01,0,223,1136
35,-1206.11092,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77482e-01,3,237,1552
