proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1767.96037,6.24217e+11,0,-1768.01419,6.94904e+11,0.06237,5.59200e+10,1
1,-1767.96508,7.02705e+11,-1,-1768.78244,2.26418e+12,0.05766,7.55334e+10,6
2,-1767.97066,6.96951e+11,-1,-1768.77314,2.17307e+12,0.05208,9.29496e+10,3
3,-1767.98558,6.56201e+11,-1,-1768.77478,2.51860e+12,0.03716,1.55849e+11,1
4,-1767.98094,6.82787e+11,-1,-1768.78244,2.12137e+12,0.04180,1.35561e+11,3
5,-1767.96576,7.25709e+11,-1,-1768.02386,6.53285e+11,0.05698,8.00865e+10,2
6,-1767.97255,6.58816e+11,-1,-1768.06468,4.42873e+11,0.05019,9.45371e+10,2
7,-1767.98426,6.75358e+11,-1,-1768.77226,2.46498e+12,0.03848,1.52411e+11,1
8,-1767.98614,6.95414e+11,-1,-1770.08625,4.06983e+13,0.03660,1.68783e+11,0
9,-1767.97382,6.97352e+11,-1,-1768.03118,6.10390e+11,0.04892,1.05126e+11,2
10,-1767.97002,7.21089e+11,-1,-1768.03497,6.23863e+11,0.05272,9.38188e+10,0
11,-1767.97387,7.16866e+11,2,-1768.76481,2.71105e+12,0.04887,1.08246e+11,1
12,-1767.95939,7.09182e+11,-1,-1768.01311,6.85428e+11,0.06335,6.11651e+10,0
13,-1767.96912,6.66572e+11,-1,-1768.02831,6.73337e+11,0.05362,8.37571e+10,0
14,-1767.96833,6.97203e+11,-1,-1768.02987,5.51449e+11,0.05441,8.49747e+10,1
