proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1770.31503,4.60282e+11,12,-1770.38677,4.58551e+11,0.00419,3.91413e+11,2
1,-1770.26001,7.37228e+11,-1,-1770.26450,3.64178e+11,0.05921,7.46228e+10,5
2,-1770.23553,8.97222e+11,-1,-1770.23680,3.33222e+11,0.08369,3.52360e+10,1
3,-1770.29350,9.37051e+11,-1,-1772.94414,4.99076e+14,0.02572,3.46529e+11,4
4,-1770.07358,8.27514e+11,-1,-1771.64831,2.42886e+13,0.24564,6.18262e+07,4
5,-1770.30121,3.79870e+11,14,-1770.85405,4.49622e+12,0.01801,1.89269e+11,3
6,-1770.26368,6.90726e+11,-1,-1770.26587,4.32474e+11,0.05554,8.06012e+10,2
7,-1770.30874,7.03463e+11,-1,-1771.20703,2.55647e+12,0.01048,4.68929e+11,6
8,-1770.25604,7.19214e+11,-1,-1770.25698,3.35645e+11,0.06318,6.24408e+10,2
9,-1770.15176,8.36189e+11,-1,-1770.88251,1.00793e+13,0.16746,1.28583e+09,2
10,-1770.17624,5.45459e+11,-1,-1770.41991,3.40307e+11,0.14298,2.16161e+09,1
