proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1770.34638,7.53038e+11,8,-1770.35260,4.40836e+11,0.05456,9.12537e+10,3
1,-1770.36169,6.52431e+11,-1,-1770.37316,4.44060e+11,0.03925,1.42961e+11,2
2,-1770.34192,6.96686e+11,-1,-1770.34573,4.37662e+11,0.05902,7.10361e+10,6
3,-1770.37790,5.73546e+11,-1,-1770.87194,4.87856e+12,0.02304,2.35258e+11,8
4,-1770.06475,7.81784e+11,-1,-1770.40924,6.45922e+11,0.33619,1.75905e+06,2
5,-1770.36083,6.36525e+11,-1,-1771.70980,1.16769e+13,0.04011,1.34913e+11,5
6,-1770.35366,7.71266e+11,-1,-1770.37317,6.25549e+11,0.04728,1.23876e+11,2
7,-1770.28802,1.14547e+12,-1,-1771.10259,1.51126e+12,0.11292,1.45195e+10,1
8,-1770.33335,8.28242e+11,-1,-1770.33661,4.01210e+11,0.06759,6.06360e+10,4
9,-1770.32409,7.73476e+11,-1,-1770.32989,4.75028e+11,0.07685,3.95785e+10,2
10,-1770.14885,8.51572e+11,-1,-1772.28825,6.34105e+13,0.25209,4.95705e+07,1
11,-1770.01220,9.18108e+11,-1,-1770.84402,7.90265e+12,0.38874,2.70643e+05,0
