proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1770.70213,1.00000e+12,-1,-1770.75192,1.00000e+12,0.78250,7.15584e-02,2,405,341
1,-1770.69506,1.00000e+12,-1,-1770.72985,1.00000e+12,0.78956,5.44505e-02,0,397,335
2,-1771.41636,1.00000e+12,-1,-1771.47025,1.00000e+12,0.06826,7.13195e+10,16,351,380
3,-1771.41249,1.00000e+12,-1,-1771.41375,1.00000e+12,0.07213,6.14094e+10,0,369,429
4,-1771.43046,1.00000e+12,1,-1771.47972,1.00000e+12,0.05417,1.23039e+11,10,363,363
5,-1771.04484,1.00000e+12,-1,-1771.45342,1.00000e+12,0.43979,4.09196e+04,1,379,336
6,-1771.42732,1.00000e+12,-1,-1771.47779,1.00000e+12,0.05730,1.08992e+11,1,351,388
