proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1770.73340,1.00000e+12,-1,-1770.77955,1.00000e+12,1.49404,7.96528e-14,0,399,180
1,-1772.15936,1.00000e+12,-1,-1772.21474,1.00000e+12,0.06808,7.18313e+10,3,325,291
2,-1772.17249,1.00000e+12,1,-1772.23985,1.00000e+12,0.05495,1.19389e+11,16,329,309
3,-1772.20967,1.00000e+12,-1,-1772.90394,1.00000e+12,0.01777,5.02852e+11,9,383,302
4,-1772.21235,1.00000e+12,-1,-1772.90394,1.00000e+12,0.01509,5.57814e+11,4,405,385
5,-1772.15290,1.00000e+12,-1,-1772.20815,1.00000e+12,0.07454,5.59575e+10,1,323,309
