proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1769.44613,1.00000e+12,1,-1769.50341,1.00000e+12,0.06334,8.62807e+10,5,489,428
1,-1769.45387,1.00000e+12,-1,-1769.52158,1.00000e+12,0.05561,1.16377e+11,0,523,482
2,-1769.03646,1.00000e+12,-1,-1770.82268,1.00000e+12,0.47301,1.13168e+04,21,701,523
3,-1769.45251,1.00000e+12,-1,-1769.50406,1.00000e+12,0.05696,1.10431e+11,9,513,444
4,-1769.44845,1.00000e+12,-1,-1769.45126,1.00000e+12,0.06102,9.43913e+10,1,501,623
