proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1772.06142,1.00000e+12,-1,-1772.09866,1.00000e+12,0.78869,5.63078e-02,12,517,535
1,-1772.05198,1.00000e+12,1,-1772.09544,1.00000e+12,0.79813,3.90881e-02,2,513,470
2,-1772.05746,1.00000e+12,-1,-1772.09309,1.00000e+12,0.79265,4.83218e-02,10,515,483
