proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.45379,1.00000e+12,1,-1206.82582,1.00000e+12,0.37203,5.62528e+05,20,273,153
