proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1768.82757,4.45179e+13,3,-1768.83533,1.21064e+12,1.29187,8.83299e-09,0
1,-1770.05993,7.24058e+11,-1,-1770.12140,6.12987e+11,0.05951,7.24562e+10,5
2,-1770.05963,6.16441e+11,-1,-1770.10507,6.51602e+11,0.05981,6.09714e+10,3
3,-1770.06767,7.21552e+11,-1,-1770.13410,6.09720e+11,0.05177,9.74106e+10,4
4,-1770.06499,6.02031e+11,-1,-1770.89269,2.04878e+12,0.05445,7.32610e+10,2
5,-1769.58810,7.27237e+12,-1,-1769.60804,9.24772e+11,0.53134,8.62261e+03,0
6,-1770.10075,1.02609e+12,5,-1771.41883,2.77324e+13,0.01869,4.97951e+11,8
7,-1770.05725,6.92165e+11,-1,-1770.10646,6.70196e+11,0.06219,6.24409e+10,7
8,-1769.88789,2.22069e+12,-1,-1770.09840,1.40778e+12,0.23155,2.86162e+08,0
9,-1770.07325,6.17708e+11,-1,-1771.42564,1.89182e+13,0.04619,1.03462e+11,2
10,-1770.03117,9.44623e+11,-1,-1770.88535,2.90177e+12,0.08827,3.10788e+10,0
11,-1770.09894,1.85564e+12,-1,-1771.41883,4.79961e+13,0.02050,8.39571e+11,0
