proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1772.55388,2.73431e+12,15,-1772.78344,2.77642e+12,0.24190,2.36109e+08,2
1,-1772.25978,1.13922e+13,-1,-1772.27728,1.48158e+12,0.53600,1.12780e+04,4
2,-1772.26312,1.14584e+13,-1,-1772.28366,1.50515e+12,0.53266,1.29095e+04,4
3,-1772.29391,9.66804e+12,-1,-1772.79793,9.52072e+12,0.50187,3.58375e+04,5
4,-1772.54280,2.15455e+12,-1,-1772.73000,1.80020e+12,0.25298,1.21181e+08,3
5,-1772.54183,2.29404e+12,-1,-1772.72885,1.87404e+12,0.25395,1.24272e+08,5
6,-1772.54707,2.22530e+12,17,-1772.73119,1.88447e+12,0.24871,1.47671e+08,4
7,-1772.26043,1.26711e+13,-1,-1772.28098,1.65921e+12,0.53535,1.28613e+04,2
8,-1772.29018,9.53454e+12,-1,-1772.79578,9.65467e+12,0.50560,3.05946e+04,2
9,-1772.04770,6.14337e+12,-1,-1772.82132,5.93918e+12,0.74808,1.66421e+00,0
10,-1772.04920,6.51104e+12,-1,-1772.81901,6.32757e+12,0.74658,1.86904e+00,0
11,-1772.04690,1.08357e+13,-1,-1772.81901,1.05422e+13,0.74888,2.84661e+00,0
12,-1772.36255,1.95243e+12,-1,-1772.78624,1.97198e+12,0.43323,1.02959e+05,4
13,-1772.07567,7.45963e+12,-1,-1772.15337,1.21410e+12,0.72011,5.96323e+00,0
14,-1772.05120,5.59192e+12,-1,-1772.82867,5.48178e+12,0.74458,1.73424e+00,0
15,-1772.05057,5.93843e+12,-1,-1772.81901,5.79616e+12,0.74521,1.79757e+00,0
16,-1772.04228,7.54030e+12,-1,-1772.82867,7.65713e+12,0.75350,1.65641e+00,0
17,-1772.55908,2.77041e+12,-1,-1772.78369,2.79235e+12,0.23670,2.92503e+08,1
18,-1772.05240,5.74363e+12,-1,-1772.82867,5.59001e+12,0.74338,1.86603e+00,0
19,-1772.04469,8.24191e+12,-1,-1772.82867,8.29835e+12,0.75109,1.98760e+00,0
20,-1772.04234,1.44979e+13,-1,-1772.81901,1.45539e+13,0.75344,3.19272e+00,0
21,-1772.07415,7.45049e+12,-1,-1772.15150,1.17818e+12,0.72163,5.61401e+00,0
22,-1772.04990,5.90303e+12,-1,-1772.82132,5.77357e+12,0.74588,1.74158e+00,0
23,-1772.04277,1.01587e+13,-1,-1772.82132,9.75533e+12,0.75301,2.27416e+00,0
24,-1772.50674,1.60921e+12,-1,-1772.79793,1.61572e+12,0.28904,2.24334e+07,0
25,-1772.04257,9.07999e+12,-1,-1772.82132,9.00069e+12,0.75321,2.01737e+00,0
26,-1772.50667,1.63478e+12,-1,-1772.79578,1.66240e+12,0.28911,2.27334e+07,1
