proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1772.52812,1.90728e+12,11,-1772.78604,2.21089e+12,0.17853,1.91094e+09,4
1,-1772.29180,1.99908e+12,-1,-1772.73742,1.94081e+12,0.41485,2.14614e+05,5
2,-1772.01746,7.96596e+12,-1,-1772.10776,1.36618e+12,0.68919,2.10575e+01,1
3,-1772.01836,8.51337e+12,-1,-1772.11553,1.27035e+12,0.68829,2.33041e+01,2
4,-1772.48845,2.71148e+12,-1,-1772.73422,2.64645e+12,0.21820,5.85696e+08,4
5,-1772.48400,2.75011e+12,-1,-1772.72885,2.70495e+12,0.22265,4.99960e+08,6
6,-1772.52361,1.86170e+12,13,-1772.78498,2.17517e+12,0.18304,1.56654e+09,8
7,-1772.52560,1.85452e+12,-1,-1772.78345,2.23353e+12,0.18105,1.68527e+09,5
8,-1772.49924,2.58807e+12,-1,-1772.70517,2.49884e+12,0.20741,8.48544e+08,4
9,-1772.49856,2.54018e+12,-1,-1772.70517,2.45516e+12,0.20809,8.11153e+08,4
