proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1767.96037,6.24336e+11,0,-1768.01419,6.95234e+11,0.06237,5.59307e+10,2
1,-1767.98426,6.75341e+11,-1,-1768.77226,2.46511e+12,0.03848,1.52407e+11,1
2,-1767.97255,6.58804e+11,2,-1768.06468,4.42860e+11,0.05019,9.45354e+10,4
3,-1767.97382,6.97378e+11,-1,-1768.03118,6.10339e+11,0.04892,1.05130e+11,3
4,-1767.96508,7.02715e+11,-1,-1768.78244,2.26413e+12,0.05766,7.55344e+10,2
5,-1767.98558,6.56214e+11,-1,-1768.77478,2.51865e+12,0.03716,1.55852e+11,2
6,-1767.96576,7.25715e+11,-1,-1768.02386,6.53282e+11,0.05698,8.00871e+10,1
7,-1767.97066,6.96945e+11,-1,-1768.77314,2.17298e+12,0.05208,9.29489e+10,3
8,-1767.98614,6.95418e+11,-1,-1770.08625,4.07539e+13,0.03660,1.68784e+11,0
9,-1767.97002,7.21112e+11,-1,-1768.03497,6.23911e+11,0.05272,9.38218e+10,2
10,-1767.96912,6.66585e+11,-1,-1768.02831,6.73320e+11,0.05362,8.37587e+10,1
11,-1767.98094,6.81744e+11,-1,-1768.78244,2.11893e+12,0.04180,1.35354e+11,0
12,-1767.96833,6.96407e+11,-1,-1768.02987,5.51451e+11,0.05441,8.48777e+10,0
13,-1767.95939,7.09213e+11,-1,-1768.01311,6.85438e+11,0.06335,6.11678e+10,0
14,-1767.97387,7.16856e+11,-1,-1768.76481,2.71106e+12,0.04887,1.08245e+11,1
