proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1772.54707,1.88447e+12,16,-1772.79578,2.22530e+12,0.18412,1.52095e+09,4
1,-1772.22417,9.87227e+12,-1,-1772.73057,9.62307e+12,0.50702,2.99842e+04,3
2,-1772.23142,9.35641e+12,-1,-1772.73000,9.56370e+12,0.49977,3.76128e+04,5
3,-1772.48598,2.71446e+12,-1,-1772.71294,2.73300e+12,0.24521,2.06202e+08,1
4,-1772.30432,1.97500e+12,-1,-1772.74299,1.87624e+12,0.42687,1.33203e+05,5
5,-1772.49743,2.75289e+12,-1,-1772.71895,2.76893e+12,0.23376,3.25708e+08,3
6,-1772.44105,1.64075e+12,-1,-1772.73057,1.62134e+12,0.29014,2.19250e+07,2
7,-1772.44206,1.64771e+12,-1,-1772.73000,1.64271e+12,0.28913,2.28945e+07,3
8,-1772.52463,2.58260e+12,-1,-1772.72181,2.45828e+12,0.20656,8.74996e+08,3
9,-1772.54939,1.91168e+12,-1,-1772.80184,2.21336e+12,0.18180,1.68787e+09,2
10,-1772.54861,1.78504e+12,-1,-1772.80315,2.11091e+12,0.18258,1.52931e+09,0
11,-1772.51559,2.58826e+12,18,-1772.72181,2.43325e+12,0.21560,6.18098e+08,3
