force call minization,force call saddle
215,126
185,132
185,123
313,451
179,466
177,120
309,333
181,120
299,126
303,179
177,179
295,131
239,125
181,169
291,123
291,169
283,126
207,129
301,129
229,123
303,189
287,123
305,168
311,171
307,180
