proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1768.02401,2.08291e+12,2,-1768.06468,6.81617e+11,0.81132,4.88783e-02,0
1,-1768.80830,1.81802e+12,-1,-1770.11133,5.43182e+13,0.02703,6.39106e+11,4
2,-1768.80742,7.34180e+11,-1,-1769.53097,4.03455e+12,0.02791,2.49466e+11,3
3,-1768.82757,1.21064e+12,4,-1770.11944,4.45179e+13,0.00776,8.96809e+11,5
4,-1768.73965,4.45257e+11,-1,-1768.78244,6.99352e+11,0.09568,1.09984e+10,5
5,-1768.79118,6.19810e+11,-1,-1770.37029,9.04152e+12,0.04415,1.12363e+11,2
6,-1768.78159,7.15761e+11,-1,-1768.84600,6.42100e+11,0.05374,8.95397e+10,4
7,-1768.77961,6.87706e+11,-1,-1768.83340,6.59378e+11,0.05572,7.96771e+10,3
8,-1768.77144,7.13424e+11,-1,-1768.82626,6.96958e+11,0.06389,6.02591e+10,3
9,-1768.78548,5.99248e+11,-1,-1771.46628,3.78980e+14,0.04985,8.71270e+10,1
10,-1768.80638,7.33051e+11,-1,-1769.56268,3.57863e+12,0.02895,2.39192e+11,2
11,-1768.78653,6.23147e+11,-1,-1770.11978,2.16697e+13,0.04880,9.43580e+10,0
12,-1768.73304,7.07475e+11,-1,-1768.73376,2.25421e+11,0.10229,1.35298e+10,0
