proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1772.57041,2.72568e+12,9,-1772.81182,2.75528e+12,0.22108,5.26623e+08,2
1,-1772.54913,2.14682e+12,-1,-1772.72153,1.75991e+12,0.24236,1.82129e+08,7
2,-1772.24919,1.45156e+13,-1,-1772.26896,1.93012e+12,0.54230,1.12609e+04,3
3,-1772.25570,1.04119e+13,-1,-1772.26998,1.30514e+12,0.53579,1.03898e+04,4
4,-1772.53336,2.16725e+12,-1,-1772.71415,1.86303e+12,0.25813,9.98859e+07,3
5,-1772.25816,9.01237e+12,-1,-1772.26970,1.10718e+12,0.53333,9.89364e+03,4
6,-1772.52368,2.18153e+12,-1,-1772.70923,1.85883e+12,0.26781,6.91379e+07,4
7,-1772.37981,1.97050e+12,-1,-1772.83567,1.86261e+12,0.41168,2.39134e+05,3
8,-1772.10717,8.58338e+12,-1,-1772.20791,1.33987e+12,0.68432,2.73937e+01,1
9,-1772.11221,8.64944e+12,-1,-1772.30225,1.68834e+12,0.67928,3.35420e+01,0
10,-1772.57550,2.77069e+12,-1,-1772.84550,2.66140e+12,0.21599,6.51914e+08,2
