proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1772.55724,2.79019e+12,13,-1772.78498,2.77129e+12,0.24590,2.06396e+08,1
1,-1772.26712,1.00283e+13,-1,-1772.28117,1.27692e+12,0.53602,9.92128e+03,2
2,-1772.54693,2.28291e+12,-1,-1772.73421,1.87305e+12,0.25621,1.13332e+08,2
3,-1772.29543,9.40725e+12,-1,-1772.80182,9.58804e+12,0.50771,2.78205e+04,6
4,-1772.26856,9.62257e+12,-1,-1772.28423,1.21047e+12,0.53458,1.00625e+04,5
5,-1772.55295,2.16609e+12,-1,-1772.72505,1.83460e+12,0.25019,1.35752e+08,3
6,-1772.29827,9.79136e+12,-1,-1772.80628,9.61003e+12,0.50487,3.23119e+04,2
7,-1772.54703,2.11385e+12,-1,-1772.72885,1.78826e+12,0.25611,1.05352e+08,5
8,-1772.05199,6.29842e+12,-1,-1772.82442,6.12359e+12,0.75115,1.51539e+00,0
9,-1772.05336,9.07902e+12,-1,-1772.82235,8.68752e+12,0.74978,2.30339e+00,0
10,-1772.26749,1.24112e+13,-1,-1772.28648,1.59374e+12,0.53565,1.24531e+04,3
11,-1772.05072,6.80620e+12,-1,-1772.82235,6.56159e+12,0.75242,1.55891e+00,0
12,-1772.07787,7.50303e+12,-1,-1772.15248,1.22435e+12,0.72527,4.91280e+00,0
13,-1772.37036,1.92141e+12,-1,-1772.78190,1.96962e+12,0.43278,1.03106e+05,2
14,-1772.04952,6.05436e+12,-1,-1772.81901,6.02769e+12,0.75362,1.32392e+00,0
15,-1772.04657,7.38525e+12,-1,-1772.81901,7.60757e+12,0.75657,1.44064e+00,0
16,-1772.05684,5.61295e+12,-1,-1772.82235,5.42116e+12,0.74630,1.62912e+00,0
17,-1772.56319,2.75954e+12,15,-1772.78344,2.80090e+12,0.23995,2.56972e+08,1
18,-1772.05495,5.79709e+12,-1,-1772.81901,5.76917e+12,0.74819,1.56361e+00,0
19,-1772.07649,7.44017e+12,-1,-1772.15338,1.17947e+12,0.72665,4.61826e+00,0
20,-1772.04775,1.09468e+13,-1,-1772.82235,1.08204e+13,0.75539,2.23524e+00,0
21,-1772.05253,5.85312e+12,-1,-1772.82442,5.69588e+12,0.75061,1.43798e+00,0
22,-1772.51096,1.63618e+12,-1,-1772.80182,1.64487e+12,0.29218,2.02028e+07,1
23,-1772.51279,1.62084e+12,-1,-1772.80628,1.61163e+12,0.29035,2.14835e+07,2
24,-1772.04995,8.43743e+12,-1,-1772.82442,8.20233e+12,0.75319,1.87569e+00,0
