proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1772.28909,1.00000e+12,-1,-1773.70562,1.00000e+12,1.30166,1.35855e-10,1,527,306
1,-1772.08270,1.00000e+12,-1,-1772.11457,1.00000e+12,1.50806,4.63244e-14,1,409,359
2,-1772.16319,1.00000e+12,-1,-1772.21357,1.00000e+12,1.42757,1.04218e-12,1,447,293
3,-1773.53079,1.00000e+12,-1,-1773.58201,1.00000e+12,0.05997,9.83058e+10,7,343,368
4,-1773.52509,1.00000e+12,1,-1773.57789,1.00000e+12,0.06566,7.88686e+10,16,343,321
5,-1773.53637,1.00000e+12,-1,-1773.58614,1.00000e+12,0.05439,1.21995e+11,1,351,825
