proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.45379,1.00000e+12,1,-1206.82583,1.00000e+12,0.37204,5.62355e+05,97,269,296
1,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37203,5.62515e+05,0,267,622
2,-1206.37343,1.00000e+12,-1,-1206.82583,1.00000e+12,0.45240,2.51231e+04,0,319,812
3,-1206.45379,1.00000e+12,-1,-1206.82583,1.00000e+12,0.37203,5.62508e+05,0,267,631
