proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.59299,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22611e+08,7,195,4915
1,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22558e+08,22,193,400
2,-1206.59298,1.00000e+12,-1,-1206.82583,1.00000e+12,0.23284,1.22584e+08,7,193,1499
3,-1206.59298,1.00000e+12,1,-1206.82583,1.00000e+12,0.23284,1.22584e+08,7,191,7707
4,-1206.36629,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45953,1.90655e+04,2,197,1195
5,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90804e+04,3,199,776
6,-1206.11091,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77323e-01,0,213,4172
7,-1206.37342,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45240,2.51193e+04,0,223,976
8,-1206.11091,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77322e-01,0,217,1384
9,-1206.11091,1.00000e+12,-1,-1206.11184,1.00000e+12,0.71491,9.77389e-01,0,199,1110
