proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22548e+08,4,191,10490
1,-1206.59297,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22543e+08,9,189,818
2,-1206.59297,1.00000e+12,1,-1206.82582,1.00000e+12,0.23285,1.22543e+08,14,191,443
3,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62520e+05,8,171,254
4,-1206.59298,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22549e+08,6,189,5509
5,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62524e+05,1,175,263
6,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62524e+05,2,173,269
7,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37204,5.62392e+05,3,173,205
8,-1206.37340,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45242,2.51004e+04,0,225,1181
9,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43776,4.42486e+04,0,229,842
10,-1206.38806,1.00000e+12,-1,-1206.40518,1.00000e+12,0.43777,4.42451e+04,0,223,863
