proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1206.59297,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22543e+08,13,203,420
1,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62528e+05,3,185,215
2,-1206.36631,1.00000e+12,-1,-1206.82582,1.00000e+12,0.45951,1.90798e+04,0,207,1345
3,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62528e+05,3,175,263
4,-1206.59297,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22543e+08,6,199,1681
5,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62527e+05,4,181,249
6,-1206.45379,1.00000e+12,-1,-1206.82582,1.00000e+12,0.37203,5.62526e+05,5,179,380
7,-1206.59297,1.00000e+12,1,-1206.82582,1.00000e+12,0.23285,1.22544e+08,7,193,469
8,-1206.59297,1.00000e+12,-1,-1206.82582,1.00000e+12,0.23285,1.22543e+08,6,201,594
9,-1206.38804,1.00000e+12,-1,-1206.40519,1.00000e+12,0.43779,4.42077e+04,0,215,994
