proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1767.97387,2.71105e+12,1,-1768.02274,7.16866e+11,0.79094,1.39943e-01,0
1,-1768.72707,6.68953e+11,-1,-1769.51932,2.55077e+12,0.03774,1.55402e+11,4
2,-1768.70984,6.99741e+11,-1,-1769.49147,2.69414e+12,0.05497,8.34486e+10,6
3,-1768.70538,7.30630e+11,3,-1768.70863,4.08050e+11,0.05943,7.33441e+10,0
4,-1768.70511,6.38730e+11,-1,-1768.75965,6.89592e+11,0.05970,6.34403e+10,1
5,-1768.72835,7.11893e+11,-1,-1772.19348,6.81616e+14,0.03646,1.73744e+11,7
6,-1768.71414,6.82300e+11,-1,-1768.78043,6.80520e+11,0.05067,9.61017e+10,3
7,-1768.69598,7.70050e+11,-1,-1768.69879,4.11646e+11,0.06883,5.37364e+10,0
8,-1768.70490,7.15102e+11,-1,-1768.76841,6.58964e+11,0.05991,7.04554e+10,2
9,-1768.71079,7.08065e+11,-1,-1768.77091,5.78613e+11,0.05402,8.76048e+10,1
10,-1768.70129,7.24557e+11,-1,-1768.70370,3.92242e+11,0.06352,6.20883e+10,0
11,-1768.71152,7.18226e+11,-1,-1768.77850,6.25060e+11,0.05329,9.14082e+10,2
12,-1768.69469,8.18728e+11,-1,-1768.69701,3.98106e+11,0.07012,5.43553e+10,0
13,-1768.70612,7.11806e+11,-1,-1768.75914,6.91332e+11,0.05869,7.35078e+10,3
