proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1767.96453,6.53229e+11,-1,-1768.05590,4.34894e+11,0.04966,9.56744e+10,11
1,-1767.94587,6.81046e+11,-1,-1768.00218,6.24218e+11,0.06832,4.84672e+10,11
2,-1767.96486,7.09937e+11,-1,-1768.02279,6.05044e+11,0.04932,1.05345e+11,9
3,-1767.95911,7.17405e+11,-1,-1768.01682,6.55944e+11,0.05508,8.52181e+10,3
4,-1767.94739,6.76070e+11,-1,-1768.00637,6.29443e+11,0.06679,5.10388e+10,2
5,-1767.95677,7.14184e+11,-1,-1768.01011,6.81650e+11,0.05742,7.74954e+10,13
6,-1767.98349,6.93245e+11,-1,-1770.08736,4.15164e+13,0.03070,2.11407e+11,2
7,-1767.96037,6.94904e+11,1,-1768.02274,6.24217e+11,0.05382,8.66496e+10,2
8,-1767.96014,6.73293e+11,-1,-1768.02124,6.69857e+11,0.05405,8.32102e+10,2
9,-1767.96103,7.13303e+11,-1,-1768.02755,6.16286e+11,0.05316,9.12458e+10,1
