proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1770.73621,1.00000e+12,18,-1770.74325,1.00000e+12,0.05752,1.08071e+11,4
1,-1770.73606,1.00000e+12,-1,-1770.73842,1.00000e+12,0.05767,1.07431e+11,2
2,-1770.34532,1.00000e+12,-1,-1771.17047,1.00000e+12,0.44841,2.93168e+04,2
3,-1770.59487,1.00000e+12,-1,-1772.93099,1.00000e+12,0.19886,4.56270e+08,1
4,-1770.27791,1.00000e+12,-1,-1770.37330,1.00000e+12,0.51582,2.16053e+03,2
5,-1770.53765,1.00000e+12,-1,-1770.71670,1.00000e+12,0.25608,4.98911e+07,1
6,-1770.79261,1.00000e+12,-1,-1770.85405,1.00000e+12,0.00112,9.57591e+11,4
7,-1770.57854,1.00000e+12,-1,-1772.80926,1.00000e+12,0.21519,2.42621e+08,7
8,-1770.78825,1.00000e+12,21,-1770.85331,1.00000e+12,0.00548,8.08964e+11,4
9,-1770.64437,1.00000e+12,-1,-1772.93099,1.00000e+12,0.14936,3.09633e+09,4
10,-1770.71606,1.00000e+12,20,-1770.71870,1.00000e+12,0.07767,4.95662e+10,1
11,-1770.72951,1.00000e+12,-1,-1770.73663,1.00000e+12,0.06422,8.33842e+10,2
