proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1772.80668,1.00000e+12,-1,-1772.96817,1.00000e+12,0.81577,1.97589e-02,0,321,268
1,-1773.56820,1.00000e+12,1,-1773.63493,1.00000e+12,0.05425,1.22666e+11,19,249,144
2,-1773.55953,1.00000e+12,-1,-1773.61282,1.00000e+12,0.06292,8.76896e+10,2,239,186
3,-1773.56651,1.00000e+12,-1,-1773.61695,1.00000e+12,0.05594,1.14898e+11,12,241,194
4,-1773.17596,1.00000e+12,-1,-1773.60609,1.00000e+12,0.44649,3.15784e+04,1,307,209
5,-1773.15864,1.00000e+12,-1,-1773.59945,1.00000e+12,0.46381,1.61571e+04,0,309,271
