proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats,force call minimization,force call saddle
0,-1770.42819,1.00000e+12,-1,-1772.21413,1.00000e+12,1.66158,1.22102e-16,0,721,543
1,-1772.07393,1.00000e+12,-1,-1773.54228,1.00000e+12,0.01584,5.41881e+11,8,531,465
2,-1772.03129,1.00000e+12,-1,-1772.07667,1.00000e+12,0.05849,1.04106e+11,7,431,443
3,-1771.71395,1.00000e+12,-1,-1772.24720,1.00000e+12,0.37583,4.85738e+05,0,513,838
4,-1772.04679,1.00000e+12,1,-1773.62332,1.00000e+12,0.04298,1.89677e+11,9,485,793
5,-1772.00658,1.00000e+12,-1,-1772.05616,1.00000e+12,0.08320,4.00292e+10,1,439,686
6,-1772.06746,1.00000e+12,-1,-1773.66785,1.00000e+12,0.02231,4.21910e+11,0,521,1048
